S1	   26     31     25     24     36     41     34     35     23     28     26     37     42     36     28     37     33     41     31     43     38     26     30     24     36     34     30     31     31     28     35     32     37     34     30     30     35     29     27     34     39     31     32     37     41     60     28     40     33     30     31     31     38     25     24     39     26     36     34     39     24     39     26     33  
S2	   37     33     44     41     40     45     51     39     34     25     40     37     43     51     43     36     30     41     38     43     30     43     49     41     34     38     45     40     37     39     46     42     48     36     33     47     30     40     39     46     51     40     38     47     47     39     39     46     33     45     41    143     27     41     43     47     39     37     36     43     41     45     27     47  
S3	   34     28     33     44     32     35     29     34     26     36     28     25     38     31     31     34     40     37     32     32     28     35     38     31     39     25     34     36     33     39     35     36     31     42     37     41     35     80     37     34     39     37     26     37     30     38     41     38     28     41     23     29     37     30     34     36     32     34     25     44     25     38     42     31  
S4	   40     54     35     40     44     32     40     57     37     39     40     34     42     40     36     44     40     37     28     44     34     40     31     40     37     35     40     54     37     39     42     43     34     40     38     46     35     41     40     45     49     40     37     42     33     36     36     44     33     41     47     42     37     37     33     30     36     38     33     35     38     24     37     36  
S5	   32     40     32     36     40     35     37     24     27     29     39     28     39     34     32     39     38     40     28     24     39     37     43     40     27     36     35     42     48     38     23     43     37     38     34     34     30     35     27     30     27     35     38     37     28     39     30     37     47     32     38     38     33     31     38     38     49     31     68     31     25     29     37     41  
S6	   37     44     29     30     37     26     35     35     40     38     37     37     26     35     31     22     37     29     29     28     31     35     42     33     37     33     45     32     32     37     34     26     42     32     30     31     44     32     38     31     37     31     35     29     21     34     32     29     38     35     37     33     35     25     46     28    111     29     37     30     40     31     46     30  
S7	   34     40     25     79     32     33     39     35     32     42     34     29     48     36     36     34     43     38     42     44     33     36     31     42     43     34     36     36     39     39     40     41     31     35     34     36     38     34     35     37     40     46     33     35     28     28     31     28     33     38     37     30     42     48     31     30     28     45     28     36     29     22     38     31  
S8	   40     27     32     28     37     33     32     24     41     32     43     38     46     35     49     36     48     35     34     26     27     34     31     30     38     51     40     37     42     39     34     40     35     33     37     36     30     35     29     41     39     32     40     40     41     31     82     39     30     32     41     41     35     49     33     33     40     35     39     40     41     28     37     33  
